"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFTjCCBDagAwIBAgISA1H0ZN404gbNIHtnYofSeHA/MA0GCSqGSIb3DQEBCwUAMDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQDEwJSMzAeFw0yMzAxMjYxOTAwNDFaFw0yMzA0MjYxOTAwNDBaMDAxLjAsBgNVBAMTJWNhbmRpZGF0LmNvbnNlaWxsZXItbnVtZXJpcXVlLmdvdXYuZnIwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDdazGXg8BlfnQi47qEheTCWfy1CpNXoGSlIa5sTWq6HP+9HxWgPEKEKjjDU7G5uJvcW/vHTSI6/6UnO48+47KsWbu8g5VuJ2FNU+Up4f6fIh/iBWeFHHBZ9bIkhaFQvhfLEO2yARWc7OoGWr0g7WstVFh88Er6BkmOqFosARl/IW6FtJNO+YhsAQNXAuAUZmepuoPbk5FG6xU9bizx/nJ01pcE5x3q2DPf0BbTKMlJJcB1P1wJ6E2MAkFxms5Iq5WQjK1zKxPEEtp9PI4ANDu/VrYuB+6ri9ZWZA+PAErCjluyWc2wKpvSQiZ1XUbvPKajqt4XqJc6uGFVr+Swg5T3AgMBAAGjggJeMIICWjAOBgNVHQ8BAf8EBAMCBaAwHQYDVR0lBBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMAwGA1UdEwEB/wQCMAAwHQYDVR0OBBYEFMWHjifWGJJ7nt5OwA3n5U3rQlcqMB8GA1UdIwQYMBaAFBQusxe3WFbLrlAJQOYfr52LFMLGMFUGCCsGAQUFBwEBBEkwRzAhBggrBgEFBQcwAYYVaHR0cDovL3IzLm8ubGVuY3Iub3JnMCIGCCsGAQUFBzAChhZodHRwOi8vcjMuaS5sZW5jci5vcmcvMDAGA1UdEQQpMCeCJWNhbmRpZGF0LmNvbnNlaWxsZXItbnVtZXJpcXVlLmdvdXYuZnIwTAYDVR0gBEUwQzAIBgZngQwBAgEwNwYLKwYBBAGC3xMBAQEwKDAmBggrBgEFBQcCARYaaHR0cDovL2Nwcy5sZXRzZW5jcnlwdC5vcmcwggECBgorBgEEAdZ5AgQCBIHzBIHwAO4AdQC3Pvsk35xNunXyOcW6WPRsXfxCz3qfNcSeHQmBJe20mQAAAYXvqwdnAAAEAwBGMEQCIDIuaEKXhyNFZGWKNdnYNrXaexNKQsqZ1hMBWiRVRHODAiBAblIz3Vtmhy5ZVcABc7W5O8WNtm9W2RewzCs74CbAxwB1AHoyjFTYty22IOo44FIe6YQWcDIThU070ivBOlejUutSAAABhe+rB3wAAAQDAEYwRAIgIzpnFWMeysWa3MYouPd6TLDXKNLKzbXxYeT/LfpN3p8CIDiuzC1sqfeMtLAGtM1iq5f+IhsUJ9o7YQMXXrjxQssxMA0GCSqGSIb3DQEBCwUAA4IBAQAT0ELlwLmyN3J8izgavRPPiXVsfZYPy/0nKaoIDJQ/pyI4PLQGi4KVjsZmcD31/bBeUKfJUe/UKaqkDrHAV/zjapcAlcHETwJzwdfyaCB6RK4G31w/i4tXe3ZhHkBtmqa/0Lk4k3grVraInV+lhwj4bOtm673Nh55XuoChkBW+06we8z1cUh1nKc2Dp7Q/pCK8eDs8a7tI38goIWh8q9qQa0wT4LEjyIrU7sTKUCnzgDA6WFesT9BfYQ3weUSvdvIFB/a+IJei7NkInpDXq9KMdpIOUO3kavtHAsPa1SRXKKZOkyYENAVAJRSXFZzuDJEDSps610h8fpq/6+2vyDcZ\n-----END CERTIFICATE-----","",""
"cert_commonName","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","candidat.conseiller-numerique.gouv.fr","",""
"cert_commonName_wo_SNI","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","lolcatho.st","",""
"cert_subjectAltName","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","candidat.conseiller-numerique.gouv.fr","",""
"cert_trust","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","passed.","",""
"cert_certificatePolicies_EV","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","no","",""
"cert_expirationStatus","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","45 >= 30 days","",""
"cert_notBefore","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","2023-01-26 19:00","",""
"cert_notAfter","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","2023-04-26 19:00","",""
